@timestamp,location,atmospheric_pressure,sea_level_pressure,precipitation_day,precipitation_max_hour,precipitation_max_10min,temperature_avg,temperature_max,temperature_min,humidity_avg,humidity_min,wind_speed_avg,wind_speed_max,wind_direction,wind_speed_max_moment,wind_direction_max_moment,sunshine_duration,snowfall,snowfall_max,information_daytime,information_night
2015-01-01T00:00:00,tokyo,1000.4,1003.4,0,0,0,3.7,8.2,0.7,41.0,30.0,4.4,9.4,西,18.7,北西,1.3,,,時々晴一時雪,晴
2015-01-02T00:00:00,tokyo,1007.4,1010.4,,,,2.7,7.9,-2.2,41.0,19.0,2.1,4.2,西,7.8,西,6.0,,,時々曇,一時曇
2015-01-03T00:00:00,tokyo,1012.0,1015.1,,,,3.8,8.9,-1.1,42.0,19.0,3.0,7.4,北西,10.9,北西,8.9,,,晴,後薄曇
2015-01-04T00:00:00,tokyo,1010.4,1013.4,,,,4.0,9.3,-0.4,51.0,33.0,1.3,2.8,北西,3.8,北東,6.0,,,後晴,晴
2015-01-05T00:00:00,tokyo,1014.6,1017.5,,,,6.9,12.9,1.3,56.0,29.0,2.4,5.0,北西,9.1,北西,8.9,,,晴,一時晴
2015-01-06T00:00:00,tokyo,1000.6,1003.5,6.5,5.0,1.5,10.8,16.0,5.8,64.0,40.0,5.2,8.9,南西,19.3,,0.2,,,後時々雨,時々晴
2015-01-07T00:00:00,tokyo,1000.5,1003.4,,,,5.6,10.2,3.0,35.0,23.0,4.2,7.0,北西,16.1,北西,3.3,,,時々曇,晴
2015-01-08T00:00:00,tokyo,1006.2,1009.2,,,,6.2,11.2,2.0,33.0,20.0,4.4,8.4,西,13.6,北西,8.9,,,晴,晴
2015-01-09T00:00:00,tokyo,1008.2,1011.2,,,,6.7,11.0,3.5,31.0,21.0,4.1,8.1,西,14.4,西,8.9,,,晴,晴
2015-01-10T00:00:00,tokyo,1008.8,1011.8,,,,6.3,11.2,1.9,31.0,16.0,3.5,8.8,西,17.7,西,9.1,,,晴,晴
2015-01-11T00:00:00,tokyo,1008.7,1011.7,,,,6.4,10.8,0.2,46.0,30.0,2.7,5.7,南東,10.0,北西,9.1,,,晴,一時曇
2015-01-12T00:00:00,tokyo,1016.3,1019.3,,,,5.2,9.0,2.0,39.0,25.0,4.6,9.1,西,15.8,西,9.1,,,晴,晴
2015-01-13T00:00:00,tokyo,1024.9,1027.9,,,,6.6,11.8,2.5,38.0,24.0,3.3,7.5,北西,11.1,北西,9.1,,,晴,
2015-01-14T00:00:00,tokyo,1023.9,1026.9,,,,6.6,11.5,1.2,50.0,34.0,1.6 ),3.5,西,5.9,西,5.9,,,後曇,
2015-01-15T00:00:00,tokyo,1009.7,1012.7,35.5,11.0,2.5,5.4,8.2,3.4,76.0,46.0,3.2,8.1,北西,14.1,西,0,,,雨一時曇,後晴
2015-01-16T00:00:00,tokyo,1009.7,1012.6,0,0,0,8.9,13.2,4.9,54.0,23.0,2.8,5.7,東,10.7,北西,6.9,,,後曇,後晴
2015-01-17T00:00:00,tokyo,1004.9,1007.8,0,0,0,5.9,11.6,1.3,56.0,29.0,4.2,9.4,北西,19.1,北西,6.9,,,,晴
2015-01-18T00:00:00,tokyo,1014.6,1017.6,,,,4.7,10.9,-0.5,36.0,18.0,3.3,6.4,西,11.5,北西,9.3,,,晴,時々薄曇
2015-01-19T00:00:00,tokyo,1008.8,1011.8,,,,5.7,11.7,-0.7,44.0,25.0,2.5 ),5.7,北西,10.2,北西,9.0,,,,晴
2015-01-20T00:00:00,tokyo,1018.9,1021.9,,,,6.3,11.2,2.7,42.0,27.0,3.6,6.8,西,12.6,西,9.2,,,晴,後曇
2015-01-21T00:00:00,tokyo,1024.3,1027.4,4.0,1.5,0.5,2.5,3.8,1.5,69.0,38.0,3.1,5.0,北西,9.3,北西,0,,,時々雪後雨,一時雨
2015-01-22T00:00:00,tokyo,1009.0,1012.0,7.5,2.5,0.5,4.6,5.6,3.2,91.0,79.0,2.4,5.2,北西,9.1,西,0,,,一時曇,
2015-01-23T00:00:00,tokyo,1004.1,1007.1,7.5,2.5,1.0,6.9,12.8,3.7,63.0,33.0,4.3,9.1,北西,17.6,,6.8,,,一時曇,晴
2015-01-24T00:00:00,tokyo,1018.3,1021.3,,,,4.9,8.1,2.9,47.0,35.0,2.4,6.6,,10.9,北西,0.4,,,,晴
2015-01-25T00:00:00,tokyo,1024.3,1027.3,,,,7.0,12.2,0.9,59.0,40.0,2.0,4.9,東,8.2,南東,7.1,,,後薄曇,後一時雨
2015-01-26T00:00:00,tokyo,1019.1,1022.1,0.5,0.5,0.5,9.0,12.9,5.6,74.0,52.0,2.0,3.8,南東,6.0,南東,4.4,,,時々晴,一時曇
2015-01-27T00:00:00,tokyo,1007.0,1009.9,14.5,6.0,1.5,9.8,16.4,5.8,71.0,40.0,3.1,6.3,北西,12.1,西,5.1,,,時々曇一時雨,時々雨後一時みぞれ
2015-01-28T00:00:00,tokyo,1014.7,1017.7,0,0,0,5.2,9.7,1.4,41.0,20.0,4.0,7.6,北西,14.6,北西,6.2,,,時々曇一時雪,晴
2015-01-29T00:00:00,tokyo,1023.4,1026.4,,,,3.9,8.2,-0.9,42.0,22.0,2.5,5.1,北西,9.7,西,6.6,,,後曇,後一時雪
2015-01-30T00:00:00,tokyo,1013.9,1017.0,16.5,3.5,1.0,2.2,4.7,0.4,88.0,53.0,3.3,5.5,北西,11.0,北西,0,3.0,3.0,一時みぞれ後雨,時々曇
2015-01-31T00:00:00,tokyo,1008.8,1011.8,,,,4.9,10.5,0.8,56.0,19.0,4.4,10.5,西,19.3,北西,9.4,,1.0,晴,晴
2015-02-01T00:00:00,tokyo,1016.5,1019.5,,,,4.0,8.6,0.7,32.0,22.0,5.5,10.4,北西,17.3,北西,9.6,,,晴,晴
2015-02-02T00:00:00,tokyo,1018.8,1021.8,,,,4.7,9.6,1.0,34.0,22.0,4.7,9.1,西,15.4,西,9.6,,,晴,
2015-02-03T00:00:00,tokyo,1019.2,1022.2,,,,4.7,10.3,0.4,42.0,29.0,2.5,4.8,北西,9.2,北西,9.4,,,,時々曇
2015-02-04T00:00:00,tokyo,1017.2,1020.2,,,,5.2,9.6,1.1,49.0,28.0,2.3,4.4,,7.6,,7.6,,,後時々薄曇,
2015-02-05T00:00:00,tokyo,1011.0,1014.0,9.0,2.0,0.5,2.6,5.1,1.1,87.0,58.0,2.5,4.8,北西,7.3,,0,,,時々みぞれ,後晴
2015-02-06T00:00:00,tokyo,1013.4,1016.4,0,0,0,5.4,12.0,-0.3,60.0,23.0,2.8,5.9,北西,10.5,北西,8.9,,,晴,晴
2015-02-07T00:00:00,tokyo,1019.2,1022.3,1.5,1.0,0.5,5.3,9.6,1.2,60.0,32.0,2.4,5.9,東,9.7,東,3.6,,,,後曇一時晴
2015-02-08T00:00:00,tokyo,1007.4,1010.4,6.0,3.0,1.0,4.0,6.8,2.0,87.0,66.0,1.9,4.6,西,8.5,西,0.3,,,一時雨,時々曇
2015-02-09T00:00:00,tokyo,1007.3,1010.3,,,,2.0,4.9,-0.6,49.0,26.0,3.2,7.0,北西,15.1,北西,1.7,,,後時々晴,
2015-02-10T00:00:00,tokyo,1008.3,1011.3,,,,3.2,8.1,-2.4,49.0,25.0,2.2,5.0,南東,8.0,南東,9.6,,,晴,晴
2015-02-11T00:00:00,tokyo,1009.1,1012.1,,,,5.6,10.9,0.2,54.0,30.0,2.0,4.2,,6.9,,9.7,,,,曇時々晴
2015-02-12T00:00:00,tokyo,1001.6,1004.5,,,,7.0,13.0,1.2,56.0,33.0,1.7,3.8,北西,5.8,北西,9.5,,,晴,一時曇
2015-02-13T00:00:00,tokyo,1000.5,1003.5,,,,5.0,12.3,1.1,46.0,12.0,3.9,7.9,北西,15.9,北西,6.3,,,後曇,晴
2015-02-14T00:00:00,tokyo,1009.1,1012.0,,,,4.9,10.6,-1.4,29.0,13.0,3.2,7.3,西,14.2,,9.9,,,晴,晴
2015-02-15T00:00:00,tokyo,1009.9,1012.9,,,,5.5,11.7,0.3,41.0,23.0,5.0,11.0,北西,21.3,西,9.8,,,晴,後一時薄曇
2015-02-16T00:00:00,tokyo,1011.1,1014.0,,,,7.0,13.2,1.5,33.0,15.0,2.9,6.8,西,13.8,北西,9.8,,,曇時々晴,曇時々晴
2015-02-17T00:00:00,tokyo,1010.4,1013.4,3.0,0.5,0.5,3.9,5.4,1.3,77.0,50.0,2.4,4.7,北西,7.8,北西,0,,,時々曇一時雪,
2015-02-18T00:00:00,tokyo,1005.6,1008.6,10.5,2.5,0.5,3.3,4.3,2.5,93.0,89.0,3.2,6.5,北西,12.0,,0,,,、みぞれを伴う,一時雨後晴
2015-02-19T00:00:00,tokyo,1008.3,1011.2,,,,6.2,13.0,0.9,72.0,36.0,2.4,4.5,北東,8.9,東,9.2,,,,一時曇
2015-02-20T00:00:00,tokyo,1018.3,1021.2,0,0,0,6.3,11.9,2.5,66.0,36.0,2.4,4.3,北東,7.9,東,7.9,,,,晴
2015-02-21T00:00:00,tokyo,1025.0,1028.1,,,,6.2,10.5,2.0,61.0,35.0,2.4,5.2,東,8.4,南東,9.2,,,,後一時雨
2015-02-22T00:00:00,tokyo,1020.1,1023.1,1.5,1.0,0.5,6.3,8.0,4.4,77.0,60.0,1.6,3.7,北西,5.3,北西,0,,,一時雨,一時曇
2015-02-23T00:00:00,tokyo,1007.8,1010.7,16.0,5.5,1.5,10.7,19.2,6.3,84.0,56.0,2.3,7.1,北東,12.9,北東,4.9,,,一時雨,時々晴一時雨
2015-02-24T00:00:00,tokyo,1010.2,1013.1,0,0,0,9.7,12.7,7.2,74.0,58.0,2.0,4.2,東,6.7,北東,0,,,,
2015-02-25T00:00:00,tokyo,1016.1,1019.0,0,0,0,9.2,13.2,7.5,58.0,45.0,2.7,5.4,東,8.6,南東,2.8,,,,
2015-02-26T00:00:00,tokyo,1014.5,1017.5,14.5,3.0,0.5,6.6,7.9,5.0,85.0,64.0,2.6,4.7,北西,8.6,,0,,,一時曇,一時曇後晴
2015-02-27T00:00:00,tokyo,1006.1,1009.1,,,,8.2,15.3,3.8,54.0,20.0,3.8,9.2,北西,15.9,西,8.4,,,,一時晴
2015-02-28T00:00:00,tokyo,1021.1,1024.1,,,,7.4,12.8,3.0,37.0,14.0,3.8,6.9,西,11.8,北西,9.2,,,一時曇,後一時雨
2015-03-01T00:00:00,tokyo,1010.2,1013.2,29.0,9.0,2.0,6.9,9.8,5.4,79.0,56.0,3.1,9.5,西,17.0,北西,0,,,後雨,一時曇後晴
2015-03-02T00:00:00,tokyo,1008.2,1011.1,,,,9.3,14.1,5.1,37.0,20.0,4.2,7.6,西,15.5,西,10.9,,,晴,時々曇
2015-03-03T00:00:00,tokyo,1016.3,1019.3,0.5,0.5,0.5,5.6,7.7,3.6,60.0,41.0,2.4,4.4,西,7.5,,0,,,一時雨,一時曇
2015-03-04T00:00:00,tokyo,1001.9,1004.8,18.5,7.5,2.0,9.6,17.5,3.2,71.0,34.0,2.6,5.3,西,10.4,西,5.7,,,時々晴一時雨,曇
2015-03-05T00:00:00,tokyo,1012.6,1015.5,,,,9.3,14.3,5.4,35.0,21.0,3.7,7.9,北西,15.2,,10.2,,,,
2015-03-06T00:00:00,tokyo,1021.2,1024.2,0,0,0,7.3,12.0,4.9,53.0,34.0,2.8,4.4,北東,9.6,北東,1.9,,,,一時曇
2015-03-07T00:00:00,tokyo,1020.9,1023.9,4.5,1.0,0.5,6.0,8.2,3.9,82.0,70.0,2.7,4.3,北西,7.8,北西,0,,,時々雨,時々雨
2015-03-08T00:00:00,tokyo,1018.8,1021.8,0.5,0.5,0.5,8.2,10.9,5.9,81.0,67.0,3.4,5.6,北西,10.2,北西,0,,,後曇,
2015-03-09T00:00:00,tokyo,1010.7,1013.6,23.0,8.5,2.5,9.0,9.9,8.4,89.0,75.0,3.0,5.5,西,9.1,北西,0,,,一時曇,後一時曇
2015-03-10T00:00:00,tokyo,995.3,998.3,2.5,1.5,0.5,7.7,13.7,1.7,54.0,28.0,4.6,7.5,西,16.5,西,3.4,,,時々晴後一時雨、みぞれを伴う,
2015-03-11T00:00:00,tokyo,1005.7,1008.6,,,,6.2,12.2,-0.4,37.0,18.0,3.6,7.0,西,13.2,西,11.1,,,,一時曇
2015-03-12T00:00:00,tokyo,1008.1,1011.1,,,,8.6,14.8,3.6,34.0,20.0,3.9,6.5,南東,13.0,南東,10.9,,,一時薄曇,晴
2015-03-13T00:00:00,tokyo,1013.0,1015.9,,,,8.9,14.4,1.8,35.0,19.0,3.0,7.0,東,11.4,南東,10.6,,,,
2015-03-14T00:00:00,tokyo,1016.8,1019.8,,,,8.9,13.5,4.7,45.0,20.0,2.6,4.6,南西,8.2,南西,6.0,,,一時晴,一時晴
2015-03-15T00:00:00,tokyo,1021.9,1024.9,0,0,0,8.4,13.0,4.9,63.0,48.0,1.9,3.5,東,6.4,,3.3,,,後一時晴,一時晴
2015-03-16T00:00:00,tokyo,1020.0,1022.9,10.0,3.0,0.5,11.1,16.0,7.3,74.0,48.0,1.9,4.7,東,7.9,東,3.2,,,後一時雨,後一時晴
2015-03-17T00:00:00,tokyo,1015.5,1018.4,0.5,1.5,0.5,14.5,21.2,9.2,76.0,46.0,2.6,5.5,南東,8.7,東,10.0,,,後一時薄曇,時々曇
2015-03-18T00:00:00,tokyo,1014.8,1017.7,0,0,0,14.8,21.7,10.7,74.0,39.0,2.2,4.7,東,8.0,北東,4.3,,,曇,後時々雨
2015-03-19T00:00:00,tokyo,1006.5,1009.4,5.0,2.0,0.5,11.9,15.9,10.3,90.0,69.0,2.1,4.3,北西,7.0,南東,0.6,,,後雨,
2015-03-20T00:00:00,tokyo,1011.1,1014.0,,,,11.8,14.9,9.9,77.0,60.0,2.3,4.0,北東,7.0,北東,0.6,,,,一時晴
2015-03-21T00:00:00,tokyo,1013.5,1016.5,0,0,0,10.5,16.0,7.2,57.0,28.0,2.6,5.6,南東,8.6,南東,1.9,,,一時雨後時々晴,時々晴
2015-03-22T00:00:00,tokyo,1009.7,1012.6,0,0,0,12.9,18.7,6.6,61.0,45.0,3.2,6.7,南東,11.3,南東,9.8,,,,一時雨
2015-03-23T00:00:00,tokyo,1009.0,1011.9,0,0,0,10.7,17.0,4.7,43.0,15.0,2.9,6.5,北西,13.3,,7.3,,,後曇,一時曇
2015-03-24T00:00:00,tokyo,1015.8,1018.7,,,,8.2,15.1,3.9,33.0,14.0,4.6,7.8,西,14.7,西,10.8,,,,一時曇
2015-03-25T00:00:00,tokyo,1023.2,1026.2,,,,8.1,14.3,2.7,35.0,18.0,5.0,8.2,西,16.7,北西,11.8,,,晴,晴
2015-03-26T00:00:00,tokyo,1026.5,1029.5,,,,9.5,15.8,4.9,35.0,14.0,3.9,7.5,北西,12.1,北西,11.8,,,晴,晴
2015-03-27T00:00:00,tokyo,1020.8,1023.8,,,,12.3,20.4,4.0,38.0,21.0,3.0,5.7,,10.2,南西,11.9,,,晴,
2015-03-28T00:00:00,tokyo,1015.2,1018.1,,,,14.1,20.6,7.6,46.0,22.0,2.7,5.2,,9.0,南西,8.2,,,後晴,晴
2015-03-29T00:00:00,tokyo,1011.3,1014.2,0,0,0,14.6,21.1,9.0,58.0,35.0,3.0,6.7,,12.2,南西,5.0,,,一時雨,一時雨
2015-03-30T00:00:00,tokyo,1014.9,1017.7,,,,16.2,23.6,9.4,54.0,20.0,3.1,6.0,東,10.1,,11.5,,,晴,晴
2015-03-31T00:00:00,tokyo,1015.0,1017.9,,,,16.7,23.2,9.8,58.0,29.0,4.7,9.7,,15.6,南西,11.5,,,,後一時薄曇
2015-04-01T00:00:00,tokyo,1008.0,1010.9,1.5,1.0,0.5,13.9,18.7,8.8,76.0,60.0,2.6,6.8,北東,11.7,北東,0,,,時々雨,後曇時々晴
2015-04-02T00:00:00,tokyo,1016.3,1019.2,,,,11.6,17.4,6.5,64.0,38.0,3.8,7.1,,11.6,,11.1,,,,時々曇
2015-04-03T00:00:00,tokyo,1006.7,1009.5,0,0,0,17.3,20.6,12.1,79.0,65.0,6.4,10.4,,19.5,南西,0,,,一時雨,
2015-04-04T00:00:00,tokyo,1016.0,1018.9,0,0,0,13.2,19.1,10.0,66.0,51.0,3.5,7.4,北東,13.6,北東,0,,,一時雨,後一時雨
2015-04-05T00:00:00,tokyo,1013.9,1016.9,8.0,1.5,1.0,10.3,11.4,8.6,89.0,68.0,1.5,3.5,東,5.4,北東,0,,,時々曇,
2015-04-06T00:00:00,tokyo,1008.6,1011.4,0,0,0,16.2,22.9,11.2,75.0,51.0,2.1,5.7,北東,9.6,北東,7.9,,,時々曇後一時雨,時々曇
2015-04-07T00:00:00,tokyo,1014.0,1016.9,4.5,1.0,0.5,10.0,13.0,6.9,91.0,79.0,3.0,5.7,北東,10.7,北東,0,,,,
2015-04-08T00:00:00,tokyo,1022.4,1025.4,20.0,3.5,1.0,4.1,7.6,2.4,89.0,80.0,3.5,5.8,北東,11.9,東,0,,,一時みぞれ,
2015-04-09T00:00:00,tokyo,1025.4,1028.4,,,,7.4,13.2,3.2,61.0,36.0,2.6,4.5,東,8.3,東,8.7,,,時々晴,後薄曇
2015-04-10T00:00:00,tokyo,1022.1,1025.1,9.5,2.5,0.5,8.3,12.1,5.3,75.0,50.0,2.7,4.9,北西,7.9,,0,,,後一時雨,
2015-04-11T00:00:00,tokyo,1018.5,1021.5,7.5,2.0,0.5,11.5,16.2,8.4,86.0,64.0,2.8,5.1,北西,9.0,北西,0,,,後曇,時々晴一時雨
2015-04-12T00:00:00,tokyo,1026.8,1029.8,,,,12.9,18.0,8.4,61.0,28.0,2.5,4.5,北東,8.8,,8.3,,,曇一時晴,
2015-04-13T00:00:00,tokyo,1021.3,1024.3,36.5,4.5,1.0,9.7,11.3,8.5,89.0,72.0,3.2,5.9,北西,11.0,北西,0,,,一時曇,後時々曇
2015-04-14T00:00:00,tokyo,1007.7,1010.6,22.5,6.5,2.0,12.1,14.1,9.3,96.0,86.0,2.0,4.8,西,8.0,西,0,,,一時曇,後一時晴
2015-04-15T00:00:00,tokyo,1000.3,1003.2,2.0,2.5,0.5,15.4,21.4,10.5,64.0,40.0,4.7,10.2,南西,18.1,南西,10.2,,,時々曇,一時曇、雷を伴う
2015-04-16T00:00:00,tokyo,1007.4,1010.2,,,,15.7,21.5,8.8,58.0,34.0,2.5,5.7,東,8.4,南東,9.0,,,後薄曇,曇一時晴
2015-04-17T00:00:00,tokyo,1007.4,1010.3,3.5,2.0,1.5,16.4,24.9,9.3,64.0,43.0,3.2,6.8,北東,13.6,北東,5.8,,,時々曇一時雨,一時雨後晴
2015-04-18T00:00:00,tokyo,1014.2,1017.2,,,,14.0,19.7,6.8,58.0,35.0,4.2,9.3,,17.0,南西,11.1,,,曇一時晴,曇一時晴
2015-04-19T00:00:00,tokyo,1013.9,1016.8,0,0,0,14.3,17.2,10.4,69.0,54.0,1.5,3.6,北西,5.6,,0,,,後一時雨,
2015-04-20T00:00:00,tokyo,1004.9,1007.7,10.5,3.5,1.5,18.4,20.7,13.6,89.0,60.0,5.3,10.3,,19.3,南西,0.2,,,時々曇,後曇
2015-04-21T00:00:00,tokyo,1004.7,1007.5,0.5,0.5,0.5,17.5,20.5,13.9,76.0,57.0,3.0,9.8,,16.2,南東,0,,,,後一時晴
2015-04-22T00:00:00,tokyo,1015.7,1018.6,2.5,1.5,1.0,15.7,21.4,11.2,62.0,28.0,2.6,7.0,東,10.9,東,4.8,,,後曇一時雨,後晴一時曇
2015-04-23T00:00:00,tokyo,1016.8,1019.7,,,,18.0,24.8,11.9,66.0,25.0,2.5,6.4,南東,10.1,南東,11.6,,,,曇
2015-04-24T00:00:00,tokyo,1015.1,1018.0,,,,18.3,23.9,14.0,70.0,47.0,4.2,7.8,南西,15.1,南東,6.8,,,曇,曇
2015-04-25T00:00:00,tokyo,1014.6,1017.4,0,0,0,17.2,22.9,12.6,53.0,27.0,2.7,7.4,南東,11.6,,6.5,,,時々曇,時々曇
2015-04-26T00:00:00,tokyo,1017.0,1019.8,,,,17.8,23.8,12.4,50.0,33.0,3.3,6.5,南東,12.2,南東,12.4,,,,晴
2015-04-27T00:00:00,tokyo,1014.8,1017.7,,,,19.3,25.0,13.3,68.0,46.0,2.9,6.4,東,10.3,南東,12.3,,,晴,晴
2015-04-28T00:00:00,tokyo,1014.6,1017.5,,,,20.8,27.2,14.6,66.0,40.0,2.8,5.8,南東,8.7,,10.8,,,時々薄曇,曇
2015-04-29T00:00:00,tokyo,1013.7,1016.6,,,,19.4,24.3,15.0,65.0,39.0,3.3,5.8,,9.4,,7.5,,,曇後時々晴,後一時曇
2015-04-30T00:00:00,tokyo,1012.9,1015.7,,,,19.0,24.0,14.7,65.0,42.0,2.4,4.8,南東,9.8,,4.5,,,時々晴,晴
2015-05-01T00:00:00,tokyo,1011.8,1014.6,,,,20.5,27.5,14.5,63.0,28.0,2.4,4.8,南東,7.8,南東,12.2,,,,晴
2015-05-02T00:00:00,tokyo,1013.5,1016.3,,,,21.0,27.6,15.2,66.0,36.0,2.7,6.0,南東,9.4,南東,12.3,,,晴,後曇
2015-05-03T00:00:00,tokyo,1011.0,1013.8,,,,21.2,27.0,17.2,62.0,17.0,2.9,5.7,,9.9,南東,8.2,,,曇時々晴,曇後一時雨
2015-05-04T00:00:00,tokyo,1002.4,1005.2,0,0,0,21.6,26.6,18.5,68.0,47.0,5.4,10.1,南西,17.1,南西,7.4,,,一時曇,一時晴
2015-05-05T00:00:00,tokyo,1005.3,1008.2,,,,18.3,22.4,13.1,42.0,28.0,3.8,7.7,西,14.5,北西,6.8,,,後晴,晴
2015-05-06T00:00:00,tokyo,1010.0,1012.8,,,,18.2,24.7,11.6,47.0,31.0,3.2,6.1,,9.6,,9.4,,,後薄曇,曇
2015-05-07T00:00:00,tokyo,1008.6,1011.5,0,0,0,19.1,24.7,15.7,62.0,26.0,2.1,5.0,南東,8.2,西,3.2,,,一時雨後晴,後曇
2015-05-08T00:00:00,tokyo,1008.9,1011.8,,,,20.7,26.8,15.8,61.0,23.0,2.6,5.1,,8.6,,10.6,,,一時曇,曇一時晴
2015-05-09T00:00:00,tokyo,1008.2,1011.0,0,0,0,18.7,21.3,16.3,75.0,61.0,2.0,4.6,,7.7,,0,,,一時雨,一時雨
2015-05-10T00:00:00,tokyo,1009.2,1012.1,,,,19.7,27.0,13.8,43.0,16.0,3.5,7.0,北西,14.7,西,10.0,,,後時々曇,一時曇
2015-05-11T00:00:00,tokyo,1019.0,1021.9,,,,17.2,23.5,12.1,35.0,12.0,3.8,6.9,,11.1,南西,11.6,,,後薄曇,曇後時々雨
2015-05-12T00:00:00,tokyo,1008.2,1011.0,58.5,34.5,8.0,19.6,22.7,15.9,73.0,57.0,6.0,9.3,南西,19.3,南東,1.0,,,後一時雨,雨後晴一時薄曇
2015-05-13T00:00:00,tokyo,1000.7,1003.5,0,3.0,0,22.5,28.4,17.4,54.0,25.0,3.7,10.0,南西,18.0,南西,11.5,,,,
2015-05-14T00:00:00,tokyo,1007.0,1009.8,,,,23.1,28.6,16.9,46.0,24.0,3.2,6.4,南東,9.4,,10.2,,,後薄曇,曇後晴
2015-05-15T00:00:00,tokyo,1007.3,1010.1,,,,22.7,27.8,18.9,59.0,34.0,3.4,6.9,東,11.1,東,8.8,,,後曇,曇後一時雨
2015-05-16T00:00:00,tokyo,1000.6,1003.4,3.5,1.5,0.5,20.9,23.7,19.5,84.0,62.0,2.6,5.0,東,8.4,,0.1,,,一時雨,
2015-05-17T00:00:00,tokyo,1006.8,1009.6,,,,22.2,27.8,18.9,63.0,21.0,3.1,6.4,,10.5,西,10.0,,,曇,曇
2015-05-18T00:00:00,tokyo,1009.3,1012.1,3.5,2.5,2.0,21.5,26.2 ),17.5,73.0,47 ),3.6,6.7,南東,12.3,南東,4.8,,,,時々曇
2015-05-19T00:00:00,tokyo,1000.7,1003.5,4.5,2.5,1.0,20.2,24.2,16.6,90.0,74.0,1.9,4.1,西,7.8,南西,0,,,一時雨,
2015-05-20T00:00:00,tokyo,998.7,1001.5,0.5,0.5,0.5,22.2,27.3,18.3,70.0,46.0,2.8 ),4.9 ),南東 ),8.9 ),北東 ),7.9 ),,,時々薄曇,時々雨、雷を伴う
2015-05-21T00:00:00,tokyo,1004.1,1006.9,8.5,6.0,2.5,19.5,25.7,13.4,55.0,22.0,4.0,7.9,西,14.4,西,9.8,,,,後時々薄曇
2015-05-22T00:00:00,tokyo,1010.5,1013.3,,,,20.5,26.0,15.0,59.0,34.0,4.1,7.1,,12.3,,10.1,,,曇,
2015-05-23T00:00:00,tokyo,1009.3,1012.1,,,,21.6,27.1,16.1,57.0,34.0,3.0,5.8,南西,9.2,南西,10.3,,,曇一時晴,
2015-05-24T00:00:00,tokyo,1005.9,1008.7,,,,21.0,26.0,17.3,61.0,34.0,2.7,5.4,,9.8,南西,7.4,,,後一時晴,曇時々晴
2015-05-25T00:00:00,tokyo,1007.1,1009.9,,,,21.3,26.1,16.6,68.0,42.0,2.4,5.1,北東,9.5,東,6.5,,,一時晴,後晴
2015-05-26T00:00:00,tokyo,1005.0,1007.8,,,,23.3,30.9,16.9,53.0,13.0,2.6,5.5,,8.0,西,12.5,,,,晴
2015-05-27T00:00:00,tokyo,1007.2,1010.0,,,,23.9,30.2,18.7,55.0,30.0,3.2,7.0,東,10.0,南東,12.6,,,後一時薄曇,一時晴
2015-05-28T00:00:00,tokyo,1011.6,1014.4,,,,22.1,26.8,18.4,68.0,47.0,3.1,6.2,南東,9.5,,4.7,,,後一時晴,
2015-05-29T00:00:00,tokyo,1007.1,1009.9,9.0,3.5,2.0,20.7,22.8,18.3,83.0,64.0,3.0,6.0,北東,10.3,北東,0,,,後時々雨,時々雨後一時晴
2015-05-30T00:00:00,tokyo,998.8,1001.6,,,,23.4,29.6,18.4,68.0,38.0,3.3,6.7,,10.0,,10.3,,,後時々薄曇,
2015-05-31T00:00:00,tokyo,1000.2,1002.9,0,0,0,25.7,32.2,20.6,59.0,20.0,2.6,6.0,南東,10.7,西,10.4,,,後一時薄曇,
2015-06-01T00:00:00,tokyo,1009.2,1012.0,,,,23.6,27.7,20.8,51.0,34.0,3.5,5.7,東,9.5,東,10.7,,,後薄曇,曇時々晴
2015-06-02T00:00:00,tokyo,1008.3,1011.1,,,,23.5,28.7,19.7,65.0,43.0,4.1,7.7,南東,13.0,南東,8.4,,,時々晴,後一時雨
2015-06-03T00:00:00,tokyo,998.1,1000.9,16.0,5.0,2.5,21.7,22.9,20.1,89.0,74.0,2.4,5.5,,9.9,西,0,,,一時曇,時々晴
2015-06-04T00:00:00,tokyo,1001.2,1003.9,,,,23.1,29.1,18.6,35.0,22.0,4.7,7.7,西,15.4,北西,12.5,,,曇後晴,後薄曇
2015-06-05T00:00:00,tokyo,1007.3,1010.2,27.0,6.0,2.0,18.8,22.5,14.2,65.0,34.0,2.4,6.2,北西,9.8,北西,2.1,,,後時々雨,雨
2015-06-06T00:00:00,tokyo,1006.1,1009.0,23.5,9.5,3.0,18.0,24.6,13.4,80.0,50.0,2.7,5.0,東,10.2,北西,2.5,,,時々雨一時晴,一時晴
2015-06-07T00:00:00,tokyo,1016.1,1018.9,,,,20.8,25.5,16.1,65.0,39.0,3.2,6.0,,10.2,,7.8,,,後薄曇,曇時々晴
2015-06-08T00:00:00,tokyo,1014.7,1017.5,0.5,0.5,0.5,21.0,25.3,17.2,69.0,42.0,3.8,6.6,南東,10.6,南東,5.2,,,曇,一時曇
2015-06-09T00:00:00,tokyo,1001.3,1004.1,33.0,9.5,2.5,19.5,21.9,17.3,92.0,77.0,2.5,6.7,西,11.0,西,0,,,時々雨,後一時晴
